0.94,-0.76,11.29,-0.10,0.02,-0.02,49.866,
0.93,-0.76,11.50,-0.10,0.02,-0.03,49.835,
0.91,-0.70,11.55,-0.11,0.02,-0.02,49.826,
1.11,-0.67,11.50,-0.11,0.02,-0.02,49.806,
0.98,-0.46,11.41,-0.11,0.02,-0.02,49.796,
0.93,-0.49,11.26,-0.11,0.02,-0.02,49.785,
1.01,-0.48,11.20,-0.11,0.02,-0.03,49.757,
0.75,-0.51,11.22,-0.11,0.02,-0.03,49.746,
0.73,-0.55,11.05,-0.11,0.02,-0.03,49.766,
0.75,-0.63,11.17,-0.10,0.02,-0.03,49.745,
0.80,-0.48,11.17,-0.10,0.02,-0.02,49.726,
0.88,-0.44,11.13,-0.11,0.02,-0.02,49.706,
0.91,-0.60,11.35,-0.11,0.02,-0.02,49.705,
0.98,-0.55,11.24,-0.11,0.02,-0.03,49.716,
1.05,-0.54,11.36,-0.11,0.02,-0.03,49.697,
0.98,-0.57,11.31,-0.11,0.02,-0.03,49.696,
0.90,-0.63,11.28,-0.11,0.02,-0.03,49.675,
0.82,-0.74,11.16,-0.11,0.02,-0.02,49.676,
0.91,-0.72,11.20,-0.10,0.02,-0.02,49.676,
1.01,-0.58,11.35,-0.10,0.02,-0.03,49.655,
0.88,-0.38,11.34,-0.10,0.02,-0.03,49.636,
0.78,-0.47,11.34,-0.10,0.02,-0.02,49.647,
0.92,-0.57,11.29,-0.10,0.02,-0.02,49.645,
0.89,-0.64,11.28,-0.10,0.02,-0.02,49.626,
0.79,-0.65,11.42,-0.11,0.02,-0.02,49.616,
0.76,-0.77,11.28,-0.11,0.02,-0.02,49.616,
0.92,-0.59,11.33,-0.11,0.02,-0.02,49.595,
1.03,-0.59,11.34,-0.11,0.02,-0.02,49.576,
1.09,-0.55,11.29,-0.10,0.02,-0.02,49.577,
1.03,-0.59,11.22,-0.11,0.02,-0.02,49.565,
0.85,-0.59,11.02,-0.11,0.02,-0.03,49.566,
0.96,-0.64,11.13,-0.11,0.02,-0.02,49.566,
0.99,-0.63,11.34,-0.11,0.02,-0.03,49.546,
0.92,-0.63,11.25,-0.10,0.02,-0.02,49.545,
0.87,-0.57,11.27,-0.10,0.02,-0.03,49.556,
0.89,-0.51,11.22,-0.10,0.02,-0.02,49.537,
0.95,-0.63,11.17,-0.11,0.02,-0.02,49.536,
1.00,-0.68,11.23,-0.11,0.02,-0.02,49.525,
0.92,-0.60,11.17,-0.11,0.02,-0.02,49.516,
0.98,-0.58,11.20,-0.11,0.02,-0.02,49.506,
0.97,-0.51,11.28,-0.11,0.02,-0.02,49.485,
1.00,-0.52,11.27,-0.10,0.02,-0.02,49.476,
