1.18,-0.29,11.16,-0.11,0.03,-0.02,45.706,
1.05,-0.21,11.12,-0.08,0.04,-0.03,45.695,
1.06,-0.21,10.96,-0.08,0.06,-0.03,45.677,
0.78,-0.48,11.11,-0.09,0.05,-0.03,45.676,
0.91,-0.66,11.09,-0.10,0.02,-0.03,45.676,
0.91,-0.58,11.24,-0.13,-0.00,-0.03,45.685,
1.14,-0.52,11.16,-0.13,-0.02,-0.03,45.686,
1.23,-0.62,11.15,-0.13,-0.01,-0.03,45.666,
1.10,-0.47,10.92,-0.11,0.01,-0.03,45.655,
1.08,-0.23,11.01,-0.09,0.03,-0.03,45.647,
1.13,-0.21,11.26,-0.08,0.04,-0.03,45.656,
1.24,-0.19,11.29,-0.09,0.02,-0.02,45.656,
1.24,-0.38,11.39,-0.11,0.02,-0.01,45.655,
1.01,-0.46,11.38,-0.12,0.01,-0.01,45.646,
0.97,-0.51,11.37,-0.12,-0.01,-0.02,45.636,
0.96,-0.29,11.23,-0.11,0.01,-0.02,45.635,
1.07,-0.45,11.25,-0.09,0.03,-0.03,45.636,
1.01,-0.49,11.22,-0.08,0.05,-0.03,45.647,
0.89,-0.33,11.25,-0.08,0.05,-0.03,45.656,
0.89,-0.22,11.43,-0.09,0.04,-0.03,45.635,
1.03,-0.48,11.48,-0.11,0.02,-0.03,45.646,
1.12,-0.47,11.34,-0.12,-0.01,-0.03,45.646,
1.21,-0.31,11.20,-0.13,-0.01,-0.03,45.655,
1.18,-0.16,11.22,-0.12,0.00,-0.03,45.636,
1.19,-0.38,11.05,-0.11,0.02,-0.03,45.647,
1.13,-0.44,11.16,-0.10,0.04,-0.03,45.626,
1.14,-0.46,11.23,-0.09,0.04,-0.03,45.625,
1.06,-0.53,11.16,-0.09,0.03,-0.03,45.626,
1.14,-0.46,11.21,-0.11,0.03,-0.02,45.626,
1.10,-0.49,11.41,-0.11,0.02,-0.03,45.635,
1.14,-0.48,11.27,-0.12,0.00,-0.03,45.616,
1.20,-0.48,11.23,-0.12,0.01,-0.03,45.627,
1.20,-0.40,11.30,-0.11,0.01,-0.03,45.616,
1.21,-0.32,11.27,-0.10,0.02,-0.03,45.635,
1.27,-0.42,11.26,-0.09,0.03,-0.03,45.656,
1.26,-0.48,11.43,-0.09,0.04,-0.02,45.626,
1.22,-0.44,11.39,-0.09,0.03,-0.02,45.625,
1.23,-0.55,11.13,-0.10,0.02,-0.02,45.616,
1.13,-0.51,11.03,-0.11,0.02,-0.02,45.627,
1.05,-0.43,11.02,-0.11,0.01,-0.02,45.616,
1.19,-0.45,11.17,-0.11,0.01,-0.03,45.595,
1.13,-0.45,11.24,-0.10,0.02,-0.03,45.606,
1.10,-0.33,11.24,-0.10,0.02,-0.03,45.606,
1.12,-0.28,11.24,-0.10,0.02,-0.03,45.625,
1.16,-0.27,11.22,-0.10,0.02,-0.03,45.616,
0.98,-0.34,11.35,-0.11,0.01,-0.03,45.596,
1.11,-0.17,11.18,-0.11,0.01,-0.03,45.597,
1.19,-0.18,11.07,-0.12,0.01,-0.03,45.595,
1.32,-0.28,11.11,-0.12,0.01,-0.03,45.556,
1.27,-0.39,11.16,-0.11,0.02,-0.03,45.576,
1.16,-0.51,11.15,-0.10,0.03,-0.02,45.615,
1.09,-0.51,11.19,-0.10,0.03,-0.02,45.616,
1.05,-0.41,11.37,-0.10,0.02,-0.02,45.586,
1.13,-0.48,11.21,-0.10,0.02,-0.02,45.597,
