9;0;0;0;0;78;-157;-145;77;-156;-146
8;0;0;0;0;238;-131;-57;237;-130;-58
8;0;0;0;0;34;-109;96;33;-109;95
8;0;0;0;0;-151;-109;222;-150;-110;221
7;0;0;0;0;2;-229;74;1;-229;72
9;0;0;0;0;132;-107;-83;131;-106;-83
8;0;0;0;0;16;-11;-125;15;-10;-125
8;0;0;0;0;-35;-43;90;-34;-43;89
8;0;0;0;0;28;-77;144;28;-77;143
7;0;0;0;0;146;-287;8;145;-287;6
9;0;0;0;0;24;-313;38;23;-313;36
8;0;0;0;0;16;-55;40;15;-55;39
8;0;0;0;0;-145;-3;-161;-145;-1;-160
8;0;0;0;0;68;-107;-209;67;-105;-209
8;0;0;0;0;204;-127;2;203;-127;1
9;0;0;0;0;-39;-111;120;-39;-111;119
7;0;0;0;0;-197;-155;146;-196;-155;145
7;0;0;0;0;20;-151;34;19;-151;33
8;0;0;0;0;154;-113;-121;153;-112;-121
8;0;0;0;0;-117;-83;24;-117;-82;23
7;0;0;0;0;-15;-35;76;-14;-35;75
9;0;0;0;0;12;-43;292;12;-44;291
8;0;0;0;0;120;-135;28;119;-135;27
8;0;0;0;0;88;-231;146;87;-231;144
8;0;0;0;0;-53;-43;104;-52;-43;103
8;0;0;0;0;-55;-37;-91;-55;-36;-91
9;0;0;0;0;100;-105;-227;99;-103;-227
7;0;0;0;0;264;-159;128;263;-159;127
6;0;0;0;0;66;-143;50;65;-143;49
8;0;0;0;0;-153;-85;64;-153;-85;63
8;0;0;0;0;-59;-177;-101;-59;-176;-101
8;0;0;0;0;200;-63;-101;199;-62;-101
9;0;0;0;0;-13;-31;-119;-13;-30;-119
8;0;0;0;0;-107;16;-29;-106;16;-28
8;0;0;0;0;-7;-95;164;-6;-95;163
7;0;0;0;0;110;-223;130;109;-223;128
8;0;0;0;0;114;-235;102;113;-235;100
9;0;0;0;0;102;-53;182;102;-53;181
8;0;0;0;0;-127;24;-51;-126;24;-50
8;0;0;0;0;-59;-23;-73;-59;-22;-73
8;0;0;0;0;146;-129;50;145;-129;49
8;0;0;0;0;32;-45;64;31;-45;63
8;0;0;0;0;-181;-109;160;-180;-109;159
8;0;0;0;0;-57;-119;30;-57;-119;29
8;0;0;0;0;174;-67;-163;173;-66;-163
8;0;0;0;0;62;-73;-163;61;-72;-163
8;0;0;0;0;-43;-19;-23;-43;-18;-23
9;0;0;0;0;-49;-31;-5;-49;-30;-5
8;0;0;0;0;86;-149;138;85;-149;137
7;0;0;0;0;76;-299;144;75;-299;142
8;0;0;0;0;-9;-121;34;-9;-121;33
8;0;0;0;0;-105;-37;-73;-105;-36;-73
8;0;0;0;0;-47;-3;-237;-47;-1;-236
8;0;0;0;0;80;-61;-19;79;-61;-19
8;0;0;0;0;10;-109;132;9;-109;131
8;0;0;0;0;-95;-117;280;-95;-118;279
8;0;0;0;0;-61;-93;-43;-61;-92;-43
8;0;0;0;0;62;-129;-31;61;-128;-31
9;0;0;0;0;198;-11;-113;197;-10;-113
7;0;0;0;0;-89;34;-109;-88;34;-108
8;0;0;0;0;-161;2;56;-160;1;56
7;0;0;0;0;102;-75;244;102;-76;243
8;0;0;0;0;92;-213;134;91;-213;133
8;0;0;0;0;12;-189;8;11;-189;7
9;0;0;0;0;-61;-29;4;-61;-28;3
8;0;0;0;0;-87;108;-105;-86;108;-104
8;0;0;0;0;28;-19;-135;27;-18;-135
7;0;0;0;0;108;-23;52;107;-23;51
8;0;0;0;0;-33;-121;132;-33;-121;131
9;0;0;0;0;-123;-127;212;-123;-127;211
8;0;0;0;0;-69;-67;-103;-69;-66;-103
8;0;0;0;0;154;-105;-19;153;-105;-19
8;0;0;0;0;148;-25;18;147;-25;17
8;0;0;0;0;-47;-73;96;-47;-73;95
9;0;0;0;0;-53;-53;238;-52;-53;237
7;0;0;0;0;88;-115;52;87;-115;51
8;0;0;0;0;92;-197;-21;91;-197;-21
8;0;0;0;0;-77;-145;34;-77;-144;33
8;0;0;0;0;-49;-45;146;-48;-45;145
9;0;0;0;0;-83;-31;-123;-83;-30;-123
8;0;0;0;0;158;-39;-149;157;-38;-149
7;0;0;0;0;110;-65;120;109;-65;119
7;0;0;0;0;-37;-115;222;-37;-115;221
8;0;0;0;0;-155;-93;-3;-155;-92;-3
8;0;0;0;0;-55;-87;84;-55;-87;83
9;0;0;0;0;58;-47;-55;57;-46;-55
8;0;0;0;0;144;116;-191;144;116;-190
8;0;0;0;0;-133;80;-49;-132;80;-48
8;0;0;0;0;-45;14;120;-44;13;120
7;0;0;0;0;112;-75;234;111;-75;233
9;0;0;0;0;18;-129;-3;17;-128;-3
8;0;0;0;0;-65;-113;-85;-65;-112;-85
8;0;0;0;0;-33;-1;56;-32;-1;55
8;0;0;0;0;12;-7;-133;11;-6;-133
8;0;0;0;0;150;-63;-9;149;-63;-9
7;0;0;0;0;84;-29;158;83;-29;157
9;0;0;0;0;2;-99;86;1;-99;85
8;0;0;0;0;-67;-149;-43;-67;-148;-43
8;0;0;0;0;-37;-161;134;-37;-161;133
8;0;0;0;0;176;-49;28;175;-49;27
8;0;0;0;0;66;96;-113;66;96;-112
8;0;0;0;0;-195;38;70;-194;38;70
8;0;0;0;0;-39;-53;190;-39;-53;189
8;0;0;0;0;90;2;116;89;1;116
8;0;0;0;0;28;-208;-65;27;-207;-65
8;0;0;0;0;-91;-88;-43;-91;-87;-43
9;0;0;0;0;40;-25;-61;39;-24;-61
7;0;0;0;0;-31;157;-139;-30;157;-138
8;0;0;0;0;58;-104;136;57;-104;135
8;0;0;0;0;54;-42;210;53;-42;209
8;0;0;0;0;76;-56;70;75;-56;69
9;0;0;0;0;-55;-170;-63;-55;-169;-63
8;0;0;0;0;-11;-204;68;-11;-204;67
8;0;0;0;0;70;-288;-221;69;-287;-221
7;0;0;0;0;-123;-216;-143;-123;-215;-143
8;0;0;0;0;-167;-220;-129;-167;-219;-129
8;0;0;0;0;-57;-205;66;-57;-205;65
9;0;0;0;0;46;-226;-153;45;-225;-153
8;0;0;0;0;-55;-378;-43;-55;-377;-43
8;0;0;0;0;-5;-312;-30;-5;-311;-30
6;0;0;0;0;16;-110;47;15;-110;46
8;0;0;0;0;78;-114;-194;77;-113;-194
9;0;0;0;0;42;-224;-12;41;-224;-12
8;0;0;0;0;92;-316;221;91;-316;220
8;0;0;0;0;22;-256;151;21;-256;150
8;0;0;0;0;36;-82;85;35;-82;84
8;0;0;0;0;-33;-58;-26;-33;-57;-26
7;0;0;0;0;128;-8;-136;128;-8;-135
9;0;0;0;0;-111;19;-114;-110;19;-114
8;0;0;0;0;-149;39;-4;-148;39;-3
8;0;0;0;0;20;-18;7;19;-18;6
8;0;0;0;0;-7;-150;-276;-7;-149;-276
8;0;0;0;0;-61;-54;-34;-61;-53;-34
9;0;0;0;0;12;35;183;12;34;183
7;0;0;0;0;60;108;52;60;107;52
8;0;0;0;0;74;-10;-197;74;-9;-196
8;0;0;0;0;-29;-16;-143;-28;-15;-143
8;0;0;0;0;2;-8;204;1;-8;203
9;0;0;0;0;-73;6;268;-72;5;267
8;0;0;0;0;-113;88;-207;-112;88;-206
7;0;0;0;0;98;94;-11;98;93;-10
8;0;0;0;0;122;124;-31;122;123;-30
8;0;0;0;0;-115;94;-43;-114;94;-42
9;0;0;0;0;-253;2;300;-252;1;299
8;0;0;0;0;-7;26;218;-6;25;218
7;0;0;0;0;112;-169;28;111;-169;27
8;0;0;0;0;52;-44;78;51;-44;77
8;0;0;0;0;-71;-17;364;-71;-17;363
8;0;0;0;0;28;248;0;28;247;0
9;0;0;0;0;34;82;-155;34;82;-154
8;0;0;0;0;4;21;68;4;20;68
7;0;0;0;0;102;3;468;101;1;467
8;0;0;0;0;-121;20;512;-121;18;511
8;0;0;0;0;-49;86;52;-48;85;52
9;0;0;0;0;42;102;-1;42;101;0
8;0;0;0;0;186;295;50;186;294;50
7;0;0;0;0;-51;145;42;-50;144;42
8;0;0;0;0;-127;222;160;-126;221;160
8;0;0;0;0;64;366;268;64;364;269
9;0;0;0;0;222;341;-193;222;341;-191
8;0;0;0;0;138;175;28;138;174;28
8;0;0;0;0;-9;471;122;-8;470;123
8;0;0;0;0;10;588;162;10;587;164
8;0;0;0;0;68;651;-229;69;651;-226
6;0;0;0;0;128;493;-45;128;492;-42
9;0;0;0;0;100;651;6;100;650;9
8;0;0;0;0;-9;503;66;-8;502;68
8;0;0;0;0;-23;669;-133;-21;669;-129
8;0;0;0;0;126;601;-111;126;601;-107
8;0;0;0;0;248;805;-459;249;807;-453
9;0;0;0;0;76;797;-313;77;798;-307
7;0;0;0;0;-127;913;-89;-125;913;-82
8;0;0;0;0;32;946;-83;33;946;-75
8;0;0;0;0;192;885;-297;193;886;-289
8;0;0;0;0;0;769;-665;1;774;-658
9;0;0;0;0;56;1097;-83;57;1097;-73
8;0;0;0;0;328;1516;206;330;1513;220
8;0;0;0;0;108;1607;-529;110;1612;-511
8;0;0;0;0;84;1601;-741;87;1608;-722
7;0;0;0;0;22;1443;-315;24;1446;-297
7;0;0;0;0;-131;1464;-173;-128;1466;-154
9;0;0;0;0;-23;1316;34;-20;1315;51
8;0;0;0;0;72;1250;-59;74;1250;-40
8;0;0;0;0;234;1376;-111;236;1377;-89
8;0;0;0;0;94;1532;-366;97;1537;-341
8;0;0;0;0;30;1522;-280;32;1526;-253
9;0;0;0;0;-125;1566;-92;-122;1567;-64
8;0;0;0;0;112;1714;265;114;1708;297
8;0;0;0;0;176;1610;-296;179;1615;-263
7;0;0;0;0;168;1503;-376;171;1510;-344
8;0;0;0;0;200;1399;-238;202;1403;-207
9;0;0;0;0;350;1266;156;351;1261;184
8;0;0;0;0;208;1328;82;210;1325;113
8;0;0;0;0;44;1408;-35;46;1408;-1
7;0;0;0;0;-185;1314;-99;-182;1316;-66
8;0;0;0;0;78;1356;286;79;1348;320
8;0;0;0;0;262;1202;86;263;1198;118
9;0;0;0;0;176;1198;30;177;1196;62
8;0;0;0;0;136;1428;61;138;1425;100
7;0;0;0;0;56;1410;137;58;1405;177
8;0;0;0;0;286;1348;-264;288;1354;-223
8;0;0;0;0;128;1182;-448;131;1194;-412
9;0;0;0;0;30;1188;59;31;1185;95
8;0;0;0;0;-71;1230;434;-69;1215;472
8;0;0;0;0;-129;1388;164;-126;1382;207
7;0;0;0;0;18;1144;20;19;1142;57
8;0;0;0;0;228;1156;-355;230;1166;-316
9;0;0;0;0;414;1108;-103;416;1110;-64
8;0;0;0;0;224;1082;-179;226;1087;-141
8;0;0;0;0;-7;1160;84;-5;1156;124
7;0;0;0;0;-263;1456;-134;-260;1460;-83
8;0;0;0;0;112;1390;243;113;1380;293
8;0;0;0;0;292;1414;105;294;1408;157
9;0;0;0;0;264;1214;285;265;1201;330
7;0;0;0;0;12;970;281;13;958;317
8;0;0;0;0;-177;1406;296;-175;1393;349
8;0;0;0;0;16;1474;-415;19;1488;-357
8;0;0;0;0;494;1480;-355;497;1491;-294
9;0;0;0;0;468;1402;-229;471;1409;-170
8;0;0;0;0;84;1362;-123;86;1365;-66
8;0;0;0;0;-187;1382;357;-185;1366;414
8;0;0;0;0;-287;1480;291;-285;1466;353
8;0;0;0;0;114;1372;-262;117;1381;-202
8;0;0;0;0;344;1242;-488;348;1261;-432
8;0;0;0;0;516;1112;-353;519;1125;-301
8;0;0;0;0;206;1034;-245;208;1043;-197
8;0;0;0;0;-133;1016;180;-131;1006;225
7;0;0;0;0;-223;1174;-67;-220;1176;-13
8;0;0;0;0;-49;1176;18;-46;1173;72
8;0;0;0;0;312;1170;-182;314;1176;-125
8;0;0;0;0;300;772;-176;301;778;-138
8;0;0;0;0;-103;694;-110;-101;698;-77
8;0;0;0;0;-157;828;-248;-154;839;-208
8;0;0;0;0;138;890;-298;140;903;-254
9;0;0;0;0;534;744;-492;537;766;-452
8;0;0;0;0;224;662;-402;226;680;-368
8;0;0;0;0;-85;766;202;-84;755;239
8;0;0;0;0;-343;860;542;-343;832;583
7;0;0;0;0;-271;808;-87;-269;811;-47
9;0;0;0;0;-67;652;-363;-64;669;-329
8;0;0;0;0;348;696;-227;349;705;-190
7;0;0;0;0;388;890;-267;390;901;-219
8;0;0;0;0;-93;1054;-241;-90;1065;-186
8;0;0;0;0;-197;994;-236;-194;1005;-184
8;0;0;0;0;-273;1130;-54;-271;1131;4
9;0;0;0;0;112;1118;289;112;1100;348
8;0;0;0;0;190;1006;107;191;998;161
8;0;0;0;0;-39;1084;-384;-36;1103;-325
7;0;0;0;0;-65;1230;-211;-62;1239;-143
8;0;0;0;0;202;1110;-411;205;1130;-348
9;0;0;0;0;304;1064;-345;307;1080;-284
8;0;0;0;0;184;904;-295;186;918;-243
8;0;0;0;0;174;1196;15;175;1192;83
8;0;0;0;0;-31;1508;183;-29;1495;269
8;0;0;0;0;-111;1196;-36;-109;1196;33
8;0;0;0;0;72;1006;-263;74;1019;-203
8;0;0;0;0;420;862;-89;421;864;-35
8;0;0;0;0;532;1054;-201;534;1063;-134
8;0;0;0;0;12;1298;-298;15;1313;-218
8;0;0;0;0;-287;952;-220;-284;964;-162
8;0;0;0;0;-63;888;51;-62;883;105
8;0;0;0;0;270;710;220;269;694;265
8;0;0;0;0;104;784;-169;105;792;-118
7;0;0;0;0;68;968;-271;70;982;-208
8;0;0;0;0;76;892;-13;77;890;44
8;0;0;0;0;222;714;-383;224;736;-335
9;0;0;0;0;174;542;-136;175;549;-99
8;0;0;0;0;0;840;15;0;837;69
7;0;0;0;0;-13;1020;309;-13;997;375
8;0;0;0;0;4;800;89;4;792;141
8;0;0;0;0;-191;650;-61;-190;652;-18
9;0;0;0;0;114;744;86;114;736;135
8;0;0;0;0;422;998;-385;424;1020;-315
8;0;0;0;0;22;864;-525;25;897;-465
