5, 0.06,-0.28,1.20,-0.11,0.02,-0.02
6, -0.03,-0.37,1.30,-0.10,0.02,-0.03
5, -0.06,-0.28,1.31,-0.11,0.02,-0.02
5, 0.10,-0.22,1.19,-0.11,0.02,-0.03
6, 0.07,-0.28,1.10,-0.11,0.02,-0.03
6, 0.01,-0.22,1.10,-0.11,0.02,-0.03
5, 0.02,-0.14,1.16,-0.11,0.02,-0.03
5, 0.05,0.02,1.17,-0.11,0.02,-0.02
6, 0.18,-0.14,1.26,-0.11,0.02,-0.03
5, 0.17,-0.19,1.11,-0.11,0.02,-0.02
5, 0.09,-0.27,1.16,-0.11,0.02,-0.02
5, -0.14,-0.24,1.20,-0.10,0.02,-0.02
7, -0.13,-0.28,1.16,-0.10,0.02,-0.02
5, -0.03,-0.21,1.15,-0.10,0.01,-0.02
5, 0.19,-0.32,1.18,-0.10,0.01,-0.03
6, 0.09,-0.35,1.19,-0.10,0.02,-0.02
5, -0.00,-0.25,1.20,-0.10,0.02,-0.02
5, -0.11,-0.28,1.09,-0.10,0.02,-0.03
6, -0.19,-0.24,1.18,-0.10,0.02,-0.03
5, -0.07,-0.27,1.23,-0.11,0.02,-0.02
6, -0.13,-0.24,1.29,-0.11,0.02,-0.02
5, -0.09,-0.26,1.22,-0.11,0.02,-0.02
6, -0.02,-0.28,1.23,-0.11,0.02,-0.02
5, 0.02,-0.34,1.34,-0.10,0.02,-0.03
5, 0.03,-0.35,1.29,-0.10,0.02,-0.02
6, -0.06,-0.24,1.31,-0.10,0.02,-0.02
5, -0.09,-0.28,1.23,-0.10,0.02,-0.02
5, 0.08,-0.33,1.31,-0.10,0.02,-0.03
6, 0.02,-0.30,1.23,-0.10,0.02,-0.02
6, 0.03,-0.22,1.17,-0.11,0.02,-0.03
5, -0.03,-0.26,1.27,-0.11,0.02,-0.02
5, 0.01,-0.23,1.23,-0.11,0.02,-0.02
6, -0.05,-0.30,1.19,-0.11,0.02,-0.02
5, -0.09,-0.37,1.15,-0.11,0.02,-0.02
5, -0.16,-0.28,1.28,-0.11,0.02,-0.02
7, -0.06,-0.27,1.27,-0.10,0.02,-0.02
5, -0.07,-0.40,1.25,-0.10,0.02,-0.03
5, -0.06,-0.43,1.31,-0.10,0.02,-0.03
5, 0.01,-0.33,1.26,-0.10,0.02,-0.03
6, -0.08,-0.29,1.21,-0.10,0.02,-0.03
5, -0.22,-0.29,1.12,-0.10,0.02,-0.02
5, -0.22,-0.26,1.09,-0.11,0.02,-0.02
6, -0.15,-0.41,1.17,-0.11,0.01,-0.02
6, 0.00,-0.44,1.29,-0.11,0.02,-0.02
5, 0.08,-0.36,1.25,-0.11,0.02,-0.03
6, 0.17,-0.39,1.31,-0.10,0.02,-0.02
5, 0.07,-0.35,1.37,-0.10,0.02,-0.03
5, -0.10,-0.48,1.42,-0.11,0.02,-0.03
5, -0.01,-0.35,1.42,-0.11,0.02,-0.02
6, -0.03,-0.39,1.36,-0.11,0.02,-0.02
5, -0.03,-0.34,1.32,-0.10,0.02,-0.02
6, 0.01,-0.20,1.17,-0.10,0.02,-0.02
6, 0.11,-0.21,1.33,-0.11,0.02,-0.02
5, 0.07,-0.20,1.29,-0.11,0.02,-0.02
5, 0.13,-0.17,1.25,-0.10,0.02,-0.02
5, 0.04,-0.30,1.25,-0.11,0.02,-0.02
6, -0.04,-0.41,1.25,-0.11,0.02,-0.02
5, -0.17,-0.32,1.33,-0.10,0.02,-0.02
5, -0.08,-0.30,1.16,-0.10,0.01,-0.02
7, 0.00,-0.30,1.21,-0.10,0.01,-0.02
5, 0.15,-0.33,1.11,-0.10,0.02,-0.02
5, 0.17,-0.29,1.14,-0.10,0.02,-0.02
6, 0.13,-0.15,1.21,-0.10,0.02,-0.02
5, -0.08,-0.09,1.15,-0.11,0.02,-0.02
5, -0.05,-0.11,1.18,-0.11,0.02,-0.02
5, -0.05,-0.17,1.16,-0.11,0.01,-0.02
6, 0.05,-0.29,1.08,-0.11,0.02,-0.02
6, 0.12,-0.41,1.16,-0.11,0.02,-0.02
5, 0.02,-0.41,1.28,-0.10,0.02,-0.02
6, -0.09,-0.37,1.40,-0.11,0.02,-0.02
5, -0.03,-0.25,1.29,-0.10,0.02,-0.03
5, -0.07,-0.15,1.26,-0.10,0.02,-0.03
5, -0.06,-0.08,1.22,-0.10,0.02,-0.03
6, -0.01,-0.08,1.11,-0.10,0.02,-0.03
5, -0.08,-0.24,1.27,-0.10,0.02,-0.03
6, -0.06,-0.36,1.21,-0.11,0.02,-0.02
6, 0.11,-0.27,1.18,-0.11,0.02,-0.02
5, 0.12,-0.35,1.16,-0.11,0.02,-0.02
5, -0.02,-0.34,1.26,-0.11,0.02,-0.02
6, 0.01,-0.36,1.19,-0.10,0.02,-0.02
5, -0.08,-0.37,1.22,-0.11,0.02,-0.02
5, -0.11,-0.42,1.19,-0.10,0.02,-0.02
5, 0.00,-0.37,1.14,-0.11,0.02,-0.03
7, 0.14,-0.39,1.22,-0.11,0.02,-0.02
5, 0.09,-0.28,1.18,-0.10,0.02,-0.02
5, 0.07,-0.25,1.24,-0.11,0.02,-0.02
6, -0.01,-0.27,1.29,-0.11,0.02,-0.02
5, -0.06,-0.30,1.26,-0.11,0.02,-0.02
5, 0.04,-0.33,1.19,-0.11,0.01,-0.02
5, 0.18,-0.36,1.21,-0.11,0.02,-0.02
6, -0.05,-0.40,1.23,-0.11,0.02,-0.02
6, -0.10,-0.46,1.37,-0.10,0.02,-0.02
5, -0.08,-0.37,1.23,-0.11,0.02,-0.02
6, -0.07,-0.40,1.25,-0.10,0.02,-0.02
5, 0.01,-0.30,1.23,-0.10,0.02,-0.03
5, -0.12,-0.36,1.26,-0.10,0.02,-0.03
6, -0.11,-0.29,1.26,-0.11,0.02,-0.03
5, -0.07,-0.26,1.33,-0.10,0.02,-0.02
6, -0.01,-0.27,1.34,-0.10,0.02,-0.02
5, -0.00,-0.34,1.24,-0.11,0.02,-0.02
6, -0.01,-0.47,1.26,-0.11,0.02,-0.02
5, 0.16,-0.53,1.42,-0.11,0.02,-0.02
5, -0.06,-0.60,1.40,-0.10,0.02,-0.02
6, -0.13,-0.52,1.30,-0.10,0.02,-0.02
5, -0.04,-0.45,1.26,-0.10,0.02,-0.02
5, 0.12,-0.53,1.30,-0.10,0.02,-0.02
7, 0.16,-0.34,1.25,-0.10,0.02,-0.03
5, 0.03,-0.36,1.34,-0.10,0.02,-0.03
5, -0.12,-0.30,1.34,-0.10,0.02,-0.02
5, -0.11,-0.21,1.36,-0.11,0.02,-0.02
6, 0.03,-0.30,1.32,-0.11,0.02,-0.02
5, 0.15,-0.22,1.34,-0.10,0.01,-0.02
5, 0.16,-0.20,1.30,-0.10,0.02,-0.02
6, 0.04,-0.46,1.43,-0.10,0.02,-0.03
6, -0.06,-0.42,1.34,-0.10,0.02,-0.03
5, 0.02,-0.45,1.34,-0.10,0.02,-0.02
5, -0.03,-0.40,1.17,-0.10,0.02,-0.02
6, -0.07,-0.22,1.23,-0.10,0.02,-0.02
5, -0.05,-0.18,1.13,-0.10,0.02,-0.02
5, 0.05,-0.21,1.12,-0.11,0.02,-0.02
6, 0.17,-0.20,1.25,-0.11,0.02,-0.02
5, 0.16,-0.27,1.18,-0.11,0.02,-0.02
6, 0.14,-0.29,1.25,-0.11,0.02,-0.02
6, 0.14,-0.31,1.28,-0.10,0.02,-0.02
5, 0.07,-0.25,1.18,-0.10,0.02,-0.02
5, -0.03,-0.37,1.26,-0.10,0.02,-0.03
5, 0.02,-0.36,1.21,-0.10,0.01,-0.03
6, 0.19,-0.38,1.20,-0.10,0.02,-0.03
5, 0.15,-0.39,1.23,-0.10,0.02,-0.03
5, 0.14,-0.41,1.10,-0.10,0.02,-0.03
7, 0.03,-0.22,1.04,-0.10,0.02,-0.02
5, -0.15,-0.26,1.19,-0.11,0.02,-0.02
5, -0.08,-0.14,1.18,-0.11,0.02,-0.02
5, 0.02,-0.18,1.18,-0.11,0.01,-0.02
6, 0.00,-0.27,1.16,-0.11,0.02,-0.03
5, -0.03,-0.17,1.29,-0.10,0.02,-0.02
5, -0.05,-0.23,1.30,-0.10,0.02,-0.02
6, -0.05,-0.38,1.22,-0.10,0.02,-0.03
6, -0.14,-0.42,1.35,-0.10,0.02,-0.02
5, 0.02,-0.49,1.38,-0.11,0.02,-0.02
5, 0.07,-0.44,1.41,-0.11,0.02,-0.02
6, 0.12,-0.33,1.43,-0.11,0.02,-0.02
5, 0.07,-0.38,1.32,-0.11,0.02,-0.02
5, 0.02,-0.33,1.31,-0.11,0.02,-0.02
6, 0.08,-0.26,1.28,-0.11,0.02,-0.02
5, 0.01,-0.21,1.24,-0.11,0.02,-0.02
6, 0.02,-0.29,1.26,-0.11,0.02,-0.03
6, -0.07,-0.31,1.33,-0.10,0.02,-0.03
5, 0.05,-0.35,1.14,-0.10,0.02,-0.03
5, 0.07,-0.30,1.20,-0.10,0.02,-0.03
5, 0.07,-0.27,1.12,-0.10,0.02,-0.02
6, 0.12,-0.34,1.13,-0.10,0.02,-0.03
5, 0.19,-0.33,1.17,-0.10,0.02,-0.03
5, 0.06,-0.38,1.20,-0.10,0.02,-0.02
7, -0.05,-0.40,1.33,-0.11,0.02,-0.02
5, 0.03,-0.35,1.33,-0.10,0.02,-0.02
5, 0.16,-0.37,1.22,-0.10,0.02,-0.02
5, 0.12,-0.19,1.09,-0.11,0.02,-0.03
6, -0.01,-0.32,1.14,-0.11,0.02,-0.03
5, -0.07,-0.34,1.23,-0.10,0.02,-0.02
5, -0.06,-0.36,1.38,-0.10,0.02,-0.02
7, -0.01,-0.44,1.26,-0.10,0.02,-0.03
5, 0.07,-0.25,1.15,-0.11,0.02,-0.03
5, 0.04,-0.30,1.12,-0.10,0.02,-0.03
6, 0.08,-0.28,1.19,-0.10,0.02,-0.02
5, -0.05,-0.27,1.18,-0.11,0.02,-0.02
5, -0.03,-0.29,1.11,-0.11,0.02,-0.02
5, 0.03,-0.29,1.26,-0.11,0.02,-0.02
6, 0.08,-0.17,1.25,-0.10,0.02,-0.02
6, 0.04,-0.27,1.26,-0.10,0.02,-0.02
5, 0.08,-0.36,1.39,-0.10,0.02,-0.02
