1.03,-0.00,11.39,-0.11,0.02,-0.02,55.696,
1.15,-0.01,11.49,-0.11,0.02,-0.02,55.675,
0.99,-0.10,11.44,-0.11,0.02,-0.02,55.666,
1.07,-0.09,11.60,-0.11,0.02,-0.02,55.646,
0.91,0.01,11.44,-0.11,0.02,-0.02,55.636,
0.97,0.00,11.71,-0.11,0.02,-0.02,55.625,
1.05,-0.05,11.52,-0.11,0.01,-0.02,55.616,
1.02,-0.06,11.52,-0.11,0.02,-0.02,55.607,
1.00,0.02,11.30,-0.10,0.02,-0.02,55.585,
0.95,0.10,11.43,-0.11,0.02,-0.02,55.576,
0.88,-0.12,11.46,-0.11,0.02,-0.02,55.586,
0.82,-0.12,11.48,-0.11,0.03,-0.02,55.575,
0.83,-0.14,11.45,-0.11,0.02,-0.02,55.546,
0.84,-0.08,11.40,-0.11,0.02,-0.02,55.526,
0.89,-0.04,11.28,-0.11,0.02,-0.02,55.517,
1.02,-0.22,11.40,-0.11,0.02,-0.02,55.485,
1.13,-0.26,11.32,-0.11,0.03,-0.02,55.496,
1.10,-0.20,11.26,-0.10,0.03,-0.02,55.486,
0.93,-0.25,11.43,-0.11,0.04,-0.02,55.495,
1.01,-0.23,11.48,-0.11,0.04,-0.02,55.496,
0.95,-0.12,11.49,-0.11,0.03,-0.02,55.486,
0.97,-0.18,11.57,-0.11,0.02,-0.02,55.437,
1.04,-0.10,11.55,-0.11,0.02,-0.02,55.425,
1.11,-0.07,11.57,-0.11,0.02,-0.02,55.436,
1.05,-0.11,11.32,-0.11,0.02,-0.02,55.426,
1.13,-0.05,11.34,-0.11,0.03,-0.02,55.405,
1.07,-0.17,11.23,-0.11,0.03,-0.02,55.376,
1.07,-0.16,11.36,-0.11,0.03,-0.02,55.346,
1.11,-0.23,11.51,-0.10,0.03,-0.02,55.347,
1.05,-0.22,11.37,-0.11,0.03,-0.02,55.335,
1.02,-0.14,11.35,-0.10,0.03,-0.02,55.346,
1.07,0.02,11.42,-0.11,0.03,-0.02,55.356,
1.08,-0.09,11.37,-0.10,0.03,-0.02,55.345,
1.07,-0.05,11.47,-0.11,0.03,-0.02,55.346,
1.05,-0.01,11.36,-0.10,0.03,-0.02,55.316,
1.10,0.06,11.35,-0.10,0.03,-0.02,55.336,
0.99,0.02,11.39,-0.11,0.03,-0.02,55.296,
0.99,0.03,11.33,-0.11,0.03,-0.02,55.266,
1.04,-0.07,11.28,-0.11,0.02,-0.02,55.276,
0.98,-0.07,11.43,-0.11,0.02,-0.02,55.275,
0.91,-0.16,11.53,-0.11,0.02,-0.02,55.266,
0.91,-0.24,11.27,-0.11,0.02,-0.02,55.266,
1.04,-0.28,11.40,-0.11,0.02,-0.02,55.256,
1.00,-0.20,11.43,-0.11,0.02,-0.02,55.246,
1.06,-0.00,11.39,-0.11,0.02,-0.02,55.236,
1.08,-0.07,11.32,-0.11,0.02,-0.02,55.246,
1.04,-0.21,11.20,-0.11,0.02,-0.02,55.245,
1.02,-0.16,11.22,-0.11,0.02,-0.02,55.226,
1.04,-0.05,11.35,-0.11,0.02,-0.02,55.226,
0.95,-0.04,11.38,-0.11,0.02,-0.02,55.226,
1.09,-0.04,11.34,-0.11,0.02,-0.02,55.216,
1.01,-0.14,11.26,-0.11,0.02,-0.02,55.226,
0.87,-0.07,11.31,-0.11,0.03,-0.02,55.216,
0.96,-0.04,11.25,-0.11,0.03,-0.02,55.205,
0.97,-0.15,11.26,-0.11,0.03,-0.02,55.216,
0.95,-0.16,11.36,-0.11,0.03,-0.02,55.226,
1.02,-0.11,11.37,-0.11,0.03,-0.02,55.206,
1.04,0.02,11.37,-0.11,0.03,-0.02,55.185,
0.97,-0.09,11.47,-0.11,0.03,-0.02,55.187,
0.91,-0.20,11.44,-0.11,0.03,-0.02,55.186,
1.00,-0.14,11.52,-0.11,0.03,-0.02,55.175,
1.13,0.01,11.48,-0.11,0.03,-0.02,55.166,
1.08,-0.09,11.34,-0.11,0.03,-0.02,55.176,
1.05,-0.03,11.34,-0.11,0.03,-0.02,55.166,
1.05,-0.02,11.37,-0.11,0.03,-0.02,55.145,
0.93,-0.18,11.32,-0.11,0.03,-0.02,55.147,
0.91,-0.13,11.32,-0.11,0.03,-0.02,55.146,
0.89,-0.11,11.28,-0.11,0.03,-0.02,55.135,
1.12,-0.06,11.26,-0.11,0.02,-0.02,55.136,
1.14,-0.14,11.07,-0.11,0.02,-0.02,55.126,
1.09,-0.23,11.26,-0.11,0.03,-0.02,55.106,
0.98,-0.30,11.34,-0.11,0.03,-0.02,55.115,
0.90,-0.16,11.37,-0.11,0.02,-0.02,55.127,
1.03,-0.21,11.39,-0.11,0.02,-0.02,55.106,
